Name,CompanyType,ValidationStatus,Phone_Type,Phone_Number,Email_Type,Email_Value,Email_Active,TaxID,Identifiers_Type,Identifiers_Value,Identifiers_Status,Address Input,Address Line 1,Address Line 2,City,State or Province,Country,Postal Code,Zip5,Zip4
Keller and Sons,Partnership,Validated,Office,(567) 490-2958,Support,robert.hall@keller.com,True,TAX64899,TIN,ox78508,Inactive,"2247 Neal Square Suite 520, Haneystad, MH 64790-8384",2247 Neal Square Suite 520,,Haneystad,MH,USA,64790-8384,64790,8384
Davis-Figueroa,LLC,Validated,Office,(660) 945-5543,Sales,elizabeth.mills@davisfigueroa.com,True,TAX43565,PAN,cU09242,Expired,"9175 Cole Estate Apt. 826, Suite 033, Luisborough, WI 60405-3165",9175 Cole Estate Apt. 826,Suite 033,Luisborough,WI,USA,60405-3165,60405,3165
Williams Ltd,Non-Profit,Validated,Home,(205) 428-1058,HR,tina.cole@williams.com,True,TAX54850,EIN,NF71729,Active,"7250 Kyle Prairie Suite 977, North Patriciamouth, PA 43955-7149",7250 Kyle Prairie Suite 977,,North Patriciamouth,PA,USA,43955-7149,43955,7149
Brewer-Vargas,Partnership,Pending,Office,(809) 980-4005,Business,amanda.smith@brewervargas.com,False,TAX36069,TIN,Hx42592,Active,"7407 Jackson Ferry Apt. 805, New Paulmouth, SD 90768-8960",7407 Jackson Ferry Apt. 805,,New Paulmouth,SD,USA,90768-8960,90768,8960
Hall-Johnson,LLC,In Review,Home,(564) 532-4443,Support,kyle.cook@halljohnson.com,True,TAX86126,TIN,Vh36894,Active,"351 Michael Common Apt. 107, Apt. 497, Scottbury, WV 33712-7647",351 Michael Common Apt. 107,Apt. 497,Scottbury,WV,USA,33712-7647,33712,7647
Wiggins Inc,Partnership,Rejected,Mobile,(945) 314-1202,Personal,susan.wright@wiggins.com,False,TAX15879,LEI,mz17866,Expired,"31256 Laura Ranch Suite 633, Barnesland, OH 51635-4673",31256 Laura Ranch Suite 633,,Barnesland,OH,USA,51635-4673,51635,4673
Dunn LLC,Government,Rejected,Office,(564) 235-2976,Support,stacey.berry@dunn.com,True,TAX78066,GST,BY48143,Expired,"9642 Atkinson Isle Suite 666, Apt. 021, Bakerton, WA 74676-3300",9642 Atkinson Isle Suite 666,Apt. 021,Bakerton,WA,USA,74676-3300,74676,3300
Flores LLC,Government,In Review,Home,(401) 379-7368,Support,timothy.blackwell@flores.com,True,TAX16080,TIN,rM52833,Pending,"257 Linda Trail, Apt. 981, East Danielle, PW 56938-6838",257 Linda Trail,Apt. 981,East Danielle,PW,USA,56938-6838,56938,6838
"Pacheco, Tran and Hess",LLC,Validated,Home,(732) 701-8269,Support,erin.collins@pacheco.com,True,TAX49025,GST,Bm74852,Pending,"94875 Lance Mountains, East Chad, LA 22517-6371",94875 Lance Mountains,,East Chad,LA,USA,22517-6371,22517,6371
Valencia-Johnson,Private,Validated,Office,(702) 716-6481,Support,pamela.washington@valenciajohnson.com,False,TAX20661,TIN,Yu10609,Active,"89972 Roberts Summit, East Kellychester, MS 16200-8332",89972 Roberts Summit,,East Kellychester,MS,USA,16200-8332,16200,8332
"Flores, Levine and Spencer",Public,Approved,Fax,(629) 976-8566,Sales,dustin.hudson@flores.com,True,TAX63847,EIN,FO95112,Active,"4308 Parks Fork, East Anthony, DC 16833-1176",4308 Parks Fork,,East Anthony,DC,USA,16833-1176,16833,1176
Fernandez Inc,Public,Approved,Mobile,(677) 948-9438,Sales,elizabeth.cook@fernandez.com,False,TAX17480,TIN,PJ57267,Pending,"62703 Jennifer Mountains Suite 967, Suite 872, Ruthchester, IL 77546-1367",62703 Jennifer Mountains Suite 967,Suite 872,Ruthchester,IL,USA,77546-1367,77546,1367
Kim LLC,LLC,In Review,Office,(473) 414-5352,Support,kari.schmidt@kim.com,True,TAX28741,DUNS,fd33099,Pending,"616 Sheppard Overpass Suite 606, Port Jerry, LA 80588-3916",616 Sheppard Overpass Suite 606,,Port Jerry,LA,USA,80588-3916,80588,3916
Fox Group,LLC,Pending,Home,(472) 580-3474,Sales,jeffrey.glover@fox.com,True,TAX64847,DUNS,gM60166,Expired,"71656 Williams Valleys, Apt. 693, South Charlesfurt, UT 73432-3232",71656 Williams Valleys,Apt. 693,South Charlesfurt,UT,USA,73432-3232,73432,3232
Ball PLC,Public,Pending,Home,(610) 757-9871,Personal,tyler.ward@ball.com,True,TAX14603,TIN,DQ77291,Active,"039 Nicole Crossing, Suite 800, Robertland, MO 11372-4725",039 Nicole Crossing,Suite 800,Robertland,MO,USA,11372-4725,11372,4725
"Miller, James and Terry",Non-Profit,Approved,Mobile,(242) 839-7268,HR,daniel.frey@miller.com,True,TAX71786,LEI,JP49964,Inactive,"1476 Mark Cliff, Kingstad, AZ 84280-1565",1476 Mark Cliff,,Kingstad,AZ,USA,84280-1565,84280,1565
Nichols-Kim,Public,Rejected,Mobile,(623) 318-2515,Personal,barry.willis@nicholskim.com,False,TAX20761,PAN,jD92985,Expired,"85378 Clark Springs, Port Bryanside, NY 80810-1987",85378 Clark Springs,,Port Bryanside,NY,USA,80810-1987,80810,1987
Clark and Sons,Private,In Review,Fax,(221) 303-8254,Business,stacey.david@clark.com,True,TAX30751,GST,uU26099,Expired,"319 Ellis Garden Suite 357, North Kathryn, IL 49950-5723",319 Ellis Garden Suite 357,,North Kathryn,IL,USA,49950-5723,49950,5723
"Gray, Johnson and Moore",Public,Approved,Home,(616) 503-1535,HR,elizabeth.frederick@gray.com,True,TAX93499,GST,Sj18439,Inactive,"61854 Wendy Bypass Apt. 842, New Stevenview, IN 50598-3683",61854 Wendy Bypass Apt. 842,,New Stevenview,IN,USA,50598-3683,50598,3683
"King, Medina and Jones",Public,Pending,Mobile,(335) 974-7255,Sales,john.ryan@king.com,False,TAX36080,DUNS,Ub80974,Expired,"31982 Suarez Union, Mathewschester, KY 57050-5296",31982 Suarez Union,,Mathewschester,KY,USA,57050-5296,57050,5296
Mcconnell-Benson,Government,Approved,Office,(942) 857-8372,HR,lisa.berry@mcconnellbenson.com,False,TAX40421,GST,JJ05831,Expired,"845 Young Radial, Apt. 991, Evansville, OR 49185-2627",845 Young Radial,Apt. 991,Evansville,OR,USA,49185-2627,49185,2627
"Johnson, Barr and Cole",Partnership,In Review,Office,(322) 404-9308,HR,anna.meza@johnson.com,False,TAX23594,EIN,yT46032,Pending,"906 Haas Plaza, Suite 986, Hansonmouth, ME 97253-3134",906 Haas Plaza,Suite 986,Hansonmouth,ME,USA,97253-3134,97253,3134
Turner Ltd,Non-Profit,Approved,Mobile,(218) 341-7611,Sales,alexander.pierce@turner.com,True,TAX51930,LEI,jz35562,Active,"94285 Stafford Stream, East Joshualand, WY 10858-2918",94285 Stafford Stream,,East Joshualand,WY,USA,10858-2918,10858,2918
Freeman Ltd,Partnership,Validated,Fax,(752) 809-2902,HR,daniel.garcia@freeman.com,False,TAX36921,GST,vf83784,Inactive,"1526 Alexandra Extensions Suite 742, Odonnellland, DE 70174-4653",1526 Alexandra Extensions Suite 742,,Odonnellland,DE,USA,70174-4653,70174,4653
"Bonilla, Savage and Carter",LLC,Approved,Office,(568) 937-9966,Business,janice.reyes@bonilla.com,False,TAX95888,PAN,fl49646,Pending,"23203 Paige Place Suite 894, Apt. 000, Lake Amy, NY 19209-4453",23203 Paige Place Suite 894,Apt. 000,Lake Amy,NY,USA,19209-4453,19209,4453
Bell and Sons,LLC,Pending,Office,(277) 546-5412,Sales,ashley.taylor@bell.com,True,TAX33305,PAN,rD49825,Expired,"287 Schroeder Islands, Shepardport, NH 62303-2424",287 Schroeder Islands,,Shepardport,NH,USA,62303-2424,62303,2424
Williams Inc,Partnership,Pending,Home,(351) 457-8978,Support,angela.carlson@williams.com,False,TAX18214,EIN,zo97184,Inactive,"03708 Black Crossroad Suite 847, Port Cristian, OH 67744-3732",03708 Black Crossroad Suite 847,,Port Cristian,OH,USA,67744-3732,67744,3732
Howard LLC,Partnership,In Review,Mobile,(440) 417-9749,Support,edward.morrow@howard.com,False,TAX95887,DUNS,ZE58038,Inactive,"105 Boyd Forks, Apt. 599, Lake Catherine, VI 96491-8453",105 Boyd Forks,Apt. 599,Lake Catherine,VI,USA,96491-8453,96491,8453
Richards-Gould,Private,Approved,Office,(216) 816-1419,HR,cole.smith@richardsgould.com,False,TAX26406,TIN,Dc52124,Expired,"996 Kayla Mills Apt. 484, Apt. 882, Hernandezmouth, SD 36529-1771",996 Kayla Mills Apt. 484,Apt. 882,Hernandezmouth,SD,USA,36529-1771,36529,1771
Thompson and Sons,Public,Rejected,Fax,(433) 493-2477,HR,carmen.ross@thompson.com,True,TAX42063,EIN,mB81246,Inactive,"1443 Scott Way, Brownberg, WY 82989-1352",1443 Scott Way,,Brownberg,WY,USA,82989-1352,82989,1352
Mullins and Sons,LLC,In Review,Home,(589) 948-8774,Business,michael.wilson@mullins.com,False,TAX55740,DUNS,fD11570,Expired,"9614 Garcia Keys Apt. 256, Apt. 329, Bakerport, SD 46458-9287",9614 Garcia Keys Apt. 256,Apt. 329,Bakerport,SD,USA,46458-9287,46458,9287
Harper PLC,Partnership,Validated,Office,(207) 612-8424,Sales,troy.davis@harper.com,True,TAX35456,GST,dj91989,Pending,"99132 Burns Oval Apt. 632, Apt. 874, Timothybury, AK 29594-1710",99132 Burns Oval Apt. 632,Apt. 874,Timothybury,AK,USA,29594-1710,29594,1710
Ross-Matthews,Partnership,In Review,Home,(645) 395-6646,Personal,andrew.allen@rossmatthews.com,True,TAX20713,EIN,vq38325,Inactive,"7065 Karen Land, Apt. 528, New Richardtown, PA 78612-4987",7065 Karen Land,Apt. 528,New Richardtown,PA,USA,78612-4987,78612,4987
Fowler Ltd,Public,Rejected,Mobile,(331) 276-7372,Personal,selena.wall@fowler.com,True,TAX46596,PAN,VN07442,Pending,"499 Brianna Springs Apt. 572, Kingborough, VA 80691-7789",499 Brianna Springs Apt. 572,,Kingborough,VA,USA,80691-7789,80691,7789
"Walker, Daniel and Sherman",Non-Profit,Approved,Fax,(988) 960-4230,Sales,robert.heath@walker.com,False,TAX19744,EIN,ye43500,Inactive,"0799 Rojas Crossroad Apt. 054, Apt. 031, East Joshua, MS 13294-8601",0799 Rojas Crossroad Apt. 054,Apt. 031,East Joshua,MS,USA,13294-8601,13294,8601
Schneider-Armstrong,Government,In Review,Home,(912) 627-5059,Personal,alexander.kaiser@schneiderarmstrong.com,False,TAX56201,LEI,BV51484,Pending,"67590 Oneill Plaza, New Danielle, VI 28091-4036",67590 Oneill Plaza,,New Danielle,VI,USA,28091-4036,28091,4036
Barajas Inc,Non-Profit,Pending,Mobile,(983) 363-7850,HR,charles.phillips@barajas.com,True,TAX41853,EIN,eC81951,Expired,"906 Drew Shoal, New Steveton, CO 92311-6819",906 Drew Shoal,,New Steveton,CO,USA,92311-6819,92311,6819
Johnson and Sons,Non-Profit,Rejected,Home,(811) 613-7610,Support,stephanie.keith@johnson.com,True,TAX23647,GST,nQ57223,Expired,"53868 Roman Trafficway Apt. 199, West Christineview, AK 18494-2047",53868 Roman Trafficway Apt. 199,,West Christineview,AK,USA,18494-2047,18494,2047
"Keller, Larson and Meyer",Government,Rejected,Mobile,(887) 847-8891,Sales,rachel.rodriguez@keller.com,True,TAX14493,PAN,nF27177,Active,"0637 Johnny Manors, North Johnfurt, OR 95267-6374",0637 Johnny Manors,,North Johnfurt,OR,USA,95267-6374,95267,6374
Bell-Casey,Partnership,Pending,Office,(302) 433-4537,Support,daniel.beasley@bellcasey.com,True,TAX71070,LEI,kG36464,Pending,"417 Hernandez Mill, Ballton, GU 44112-7001",417 Hernandez Mill,,Ballton,GU,USA,44112-7001,44112,7001
"Smith, Kent and Curry",LLC,In Review,Mobile,(751) 588-3844,Business,brenda.mcneil@smith.com,False,TAX50246,DUNS,Bt84949,Expired,"4307 Kyle Hill, Bradleymouth, PW 67806-1280",4307 Kyle Hill,,Bradleymouth,PW,USA,67806-1280,67806,1280
Campbell-Morales,Public,Approved,Fax,(707) 494-4477,Business,lindsey.golden@campbellmorales.com,False,TAX31755,EIN,Cq32171,Pending,"914 Spencer Trafficway, Apt. 227, Port Ryan, FM 88932-2600",914 Spencer Trafficway,Apt. 227,Port Ryan,FM,USA,88932-2600,88932,2600
Evans-Miller,Non-Profit,Pending,Mobile,(877) 846-2764,Personal,robyn.mason@evansmiller.com,True,TAX94457,EIN,JR77257,Inactive,"513 Martinez Ford Suite 965, Apt. 169, Potterport, MS 28590-9951",513 Martinez Ford Suite 965,Apt. 169,Potterport,MS,USA,28590-9951,28590,9951
Francis PLC,Non-Profit,Pending,Fax,(559) 748-7413,HR,kristen.jones@francis.com,False,TAX48739,PAN,tv66636,Expired,"03243 Erin Freeway, North Michaelberg, VT 59997-2534",03243 Erin Freeway,,North Michaelberg,VT,USA,59997-2534,59997,2534
"Garner, Johnson and White",Partnership,In Review,Mobile,(683) 671-9497,HR,mark.guzman@garner.com,True,TAX49925,TIN,Gf05069,Inactive,"408 Keith Parks, Apt. 037, Tiffanyport, MO 71657-1516",408 Keith Parks,Apt. 037,Tiffanyport,MO,USA,71657-1516,71657,1516
"Jenkins, Solis and Smith",Partnership,Rejected,Mobile,(848) 604-8900,HR,tara.reynolds@jenkins.com,False,TAX71489,DUNS,Lg63814,Active,"2944 Jackson Plain, Suite 179, East Johnmouth, MD 19873-6814",2944 Jackson Plain,Suite 179,East Johnmouth,MD,USA,19873-6814,19873,6814
Baker Ltd,LLC,Approved,Office,(977) 381-9797,Support,katie.wilson@baker.com,False,TAX79663,EIN,qP94852,Inactive,"696 Jacqueline Overpass, East Omarchester, AL 13793-3373",696 Jacqueline Overpass,,East Omarchester,AL,USA,13793-3373,13793,3373
"Cummings, Green and Smith",LLC,In Review,Office,(313) 966-9804,Business,tara.snyder@cummings.com,False,TAX17903,LEI,zY55780,Expired,"1204 Burns Springs, Suite 790, Lake Annaborough, ND 98344-2701",1204 Burns Springs,Suite 790,Lake Annaborough,ND,USA,98344-2701,98344,2701
Higgins LLC,Non-Profit,Validated,Home,(836) 684-6907,Sales,lisa.lam@higgins.com,False,TAX72794,EIN,BV98535,Inactive,"185 Tracy Stravenue, Andersonchester, ME 51968-8911",185 Tracy Stravenue,,Andersonchester,ME,USA,51968-8911,51968,8911
"Taylor, Nguyen and Weaver",Public,Validated,Fax,(413) 711-1038,Business,andrew.mendez@taylor.com,True,TAX43609,DUNS,Eq63916,Pending,"96253 Park Fork Suite 710, Jeffreyfort, UT 33434-4116",96253 Park Fork Suite 710,,Jeffreyfort,UT,USA,33434-4116,33434,4116
"Mckay, Taylor and Wilson",Private,Validated,Mobile,(728) 200-7003,HR,kelly.vaughn@mckay.com,False,TAX36891,LEI,IP83271,Inactive,"5312 Alan Roads, Apt. 887, Wolfestad, KY 48672-3826",5312 Alan Roads,Apt. 887,Wolfestad,KY,USA,48672-3826,48672,3826
Perkins Group,Government,Validated,Fax,(844) 549-3884,HR,anne.perez@perkins.com,False,TAX55940,PAN,sT77058,Active,"60528 Gray Highway Apt. 376, Suite 326, Payneville, VT 17745-2675",60528 Gray Highway Apt. 376,Suite 326,Payneville,VT,USA,17745-2675,17745,2675
Franco-Santana,Government,In Review,Fax,(765) 404-2333,Business,heather.thomas@francosantana.com,True,TAX55624,DUNS,ac05086,Pending,"3109 Robert Freeway Suite 034, Suite 048, Hudsonchester, PA 89742-2153",3109 Robert Freeway Suite 034,Suite 048,Hudsonchester,PA,USA,89742-2153,89742,2153
Davis-Richardson,Private,Approved,Mobile,(482) 724-3524,Sales,emily.newman@davisrichardson.com,False,TAX93801,EIN,hx69490,Pending,"9433 Connie Junction Suite 691, Melissachester, NH 57984-7073",9433 Connie Junction Suite 691,,Melissachester,NH,USA,57984-7073,57984,7073
Allison Group,Partnership,Validated,Office,(443) 942-1348,Sales,gabriel.davis@allison.com,False,TAX10729,TIN,oq19854,Active,"79085 Daniels Mall Suite 251, Suite 109, Johnsonburgh, MS 77866-6496",79085 Daniels Mall Suite 251,Suite 109,Johnsonburgh,MS,USA,77866-6496,77866,6496
Green-Hernandez,Partnership,Validated,Fax,(942) 811-2136,Business,kevin.gomez@greenhernandez.com,False,TAX89708,LEI,Ma11900,Pending,"8113 Edwards Orchard, East Sarah, TX 66722-5345",8113 Edwards Orchard,,East Sarah,TX,USA,66722-5345,66722,5345
"Adams, Morris and Graham",Public,Approved,Home,(271) 482-7413,Business,keith.marks@adams.com,True,TAX74386,DUNS,jo45495,Expired,"795 Danielle Ways, Sotofort, NM 29768-6071",795 Danielle Ways,,Sotofort,NM,USA,29768-6071,29768,6071
Foster-Jones,Partnership,In Review,Mobile,(391) 894-5674,Sales,jean.myers@fosterjones.com,False,TAX58652,TIN,JW35618,Expired,"1110 Katherine Mountains Apt. 836, Apt. 462, East Markhaven, MO 37513-2712",1110 Katherine Mountains Apt. 836,Apt. 462,East Markhaven,MO,USA,37513-2712,37513,2712
"Armstrong, Obrien and Taylor",Public,In Review,Mobile,(870) 560-8711,Personal,blake.jenkins@armstrong.com,True,TAX41036,EIN,KM93685,Active,"072 Veronica Spurs, Rodriguezburgh, CA 62442-3873",072 Veronica Spurs,,Rodriguezburgh,CA,USA,62442-3873,62442,3873
Jones-Ramsey,Private,Approved,Mobile,(236) 901-1784,Sales,holly.miller@jonesramsey.com,True,TAX36060,LEI,gW92822,Active,"532 Aaron Forks, Durhamfort, MH 53723-2083",532 Aaron Forks,,Durhamfort,MH,USA,53723-2083,53723,2083
Brown LLC,Government,Validated,Mobile,(277) 342-9852,HR,jonathan.martin@brown.com,False,TAX92723,EIN,GI31733,Active,"44909 Laura Track Apt. 534, Cabreramouth, OK 17851-2296",44909 Laura Track Apt. 534,,Cabreramouth,OK,USA,17851-2296,17851,2296
Hart LLC,Public,In Review,Mobile,(213) 309-6860,HR,ashley.gross@hart.com,True,TAX76001,GST,is51831,Inactive,"3462 Adams Court, Suite 139, New Jonathanton, SD 20407-9218",3462 Adams Court,Suite 139,New Jonathanton,SD,USA,20407-9218,20407,9218
Davis Group,Partnership,Validated,Office,(342) 807-8859,Business,cindy.sanchez@davis.com,False,TAX44953,LEI,bl57644,Active,"10539 Jason Lake, Myerschester, GU 47717-7084",10539 Jason Lake,,Myerschester,GU,USA,47717-7084,47717,7084
"Brown, Holland and Clark",LLC,Pending,Home,(205) 785-3770,Support,robert.smith@brown.com,True,TAX91400,GST,hB17173,Expired,"566 Garrett Shoal, Suite 842, Stoutfort, PR 46279-6951",566 Garrett Shoal,Suite 842,Stoutfort,PR,USA,46279-6951,46279,6951
Forbes-Williams,LLC,Rejected,Mobile,(868) 926-7896,Personal,sheila.brown@forbeswilliams.com,True,TAX41210,GST,uN28069,Inactive,"39809 Walker Road, Stephensshire, IN 37572-4206",39809 Walker Road,,Stephensshire,IN,USA,37572-4206,37572,4206
Ramos PLC,Partnership,Rejected,Office,(574) 301-5856,HR,kyle.lopez@ramos.com,True,TAX24702,EIN,Js21612,Inactive,"2578 Sheila Mission, Acostamouth, PW 78442-3767",2578 Sheila Mission,,Acostamouth,PW,USA,78442-3767,78442,3767
Johnson-Carlson,Partnership,Validated,Home,(537) 358-4793,Business,monique.espinoza@johnsoncarlson.com,False,TAX69942,DUNS,mA01293,Pending,"76469 April Ramp, Apt. 825, Clairefurt, MT 54036-8143",76469 April Ramp,Apt. 825,Clairefurt,MT,USA,54036-8143,54036,8143
Blankenship-Brown,LLC,Validated,Office,(268) 761-2418,Business,diana.williams@blankenshipbrown.com,False,TAX90313,TIN,jK59931,Expired,"2106 Justin Rest Suite 591, Apt. 602, South Bryceview, NC 96510-8878",2106 Justin Rest Suite 591,Apt. 602,South Bryceview,NC,USA,96510-8878,96510,8878
Ward and Sons,Partnership,Pending,Fax,(213) 530-8774,Sales,angelica.james@ward.com,False,TAX30242,DUNS,QA08155,Active,"58019 Justin Mountain, Apt. 031, Rayhaven, SD 35686-1146",58019 Justin Mountain,Apt. 031,Rayhaven,SD,USA,35686-1146,35686,1146
"Taylor, Byrd and Baldwin",Partnership,In Review,Office,(880) 338-1857,Business,kelly.lawrence@taylor.com,True,TAX36351,GST,lY01212,Inactive,"3899 Gregory Pines Suite 666, Rebeccahaven, MN 46510-7445",3899 Gregory Pines Suite 666,,Rebeccahaven,MN,USA,46510-7445,46510,7445
"Rhodes, Berg and Diaz",LLC,Validated,Office,(438) 954-5864,Business,sydney.miller@rhodes.com,False,TAX23657,GST,Rg76031,Inactive,"4806 Joseph Vista, Apt. 193, Mckeeport, OK 52580-7946",4806 Joseph Vista,Apt. 193,Mckeeport,OK,USA,52580-7946,52580,7946
"Estes, Edwards and Collins",Public,Validated,Mobile,(872) 773-8321,Personal,donald.thomas@estes.com,False,TAX77819,TIN,ot27438,Active,"8102 Bullock Fork Suite 471, Suite 272, Whitefort, UT 90004-9488",8102 Bullock Fork Suite 471,Suite 272,Whitefort,UT,USA,90004-9488,90004,9488
Haynes and Sons,Partnership,Pending,Fax,(924) 839-8730,Support,joseph.yang@haynes.com,False,TAX64614,PAN,Ca22194,Active,"9548 Jessica Isle, Lake Williamberg, AZ 97763-8619",9548 Jessica Isle,,Lake Williamberg,AZ,USA,97763-8619,97763,8619
Pratt PLC,Non-Profit,Rejected,Mobile,(818) 421-1176,Business,lisa.warren@pratt.com,True,TAX69409,TIN,sM44072,Pending,"366 Wilson Mountain, Suite 360, Colemanbury, OH 82509-4837",366 Wilson Mountain,Suite 360,Colemanbury,OH,USA,82509-4837,82509,4837
"Mccoy, Dawson and Cannon",LLC,Validated,Fax,(783) 257-7755,Support,erica.wise@mccoy.com,False,TAX94288,LEI,Nu64527,Inactive,"06330 Ryan Avenue Suite 832, Suite 383, Lutzborough, PR 72871-7829",06330 Ryan Avenue Suite 832,Suite 383,Lutzborough,PR,USA,72871-7829,72871,7829
Carter-Zamora,Government,Validated,Home,(394) 724-7347,Personal,pamela.pierce@carterzamora.com,True,TAX52479,PAN,pH74483,Inactive,"372 Cox Brook, Apt. 335, Port Tamiside, ND 81051-8676",372 Cox Brook,Apt. 335,Port Tamiside,ND,USA,81051-8676,81051,8676
Young-Peterson,Private,In Review,Office,(727) 226-5438,Sales,brian.williams@youngpeterson.com,True,TAX36981,GST,pe56811,Pending,"8283 Hunt Avenue, Apt. 893, West Charlesfort, SC 72907-2208",8283 Hunt Avenue,Apt. 893,West Charlesfort,SC,USA,72907-2208,72907,2208
"Kemp, Smith and Dennis",Non-Profit,Pending,Home,(530) 808-7940,HR,lisa.johnson@kemp.com,False,TAX22100,GST,px07991,Pending,"089 John Inlet, East Juliechester, NE 36275-1064",089 John Inlet,,East Juliechester,NE,USA,36275-1064,36275,1064
"Brown, Wilson and Ortiz",Non-Profit,Validated,Fax,(506) 547-6556,Business,tina.avery@brown.com,False,TAX68692,DUNS,rd68848,Active,"486 Carson Estates, Danielstad, AR 58434-1248",486 Carson Estates,,Danielstad,AR,USA,58434-1248,58434,1248
Ramos Group,Government,Pending,Fax,(254) 598-3292,Personal,joseph.howard@ramos.com,False,TAX17974,LEI,LX99353,Pending,"1860 Rodriguez Stream Apt. 393, Suite 038, Nicolemouth, MN 88921-4573",1860 Rodriguez Stream Apt. 393,Suite 038,Nicolemouth,MN,USA,88921-4573,88921,4573
"Mueller, Clay and Mcmahon",LLC,Approved,Fax,(288) 969-7419,HR,matthew.parker@mueller.com,True,TAX49284,GST,Bm26209,Active,"531 Savannah Isle, East Julie, OK 61458-6412",531 Savannah Isle,,East Julie,OK,USA,61458-6412,61458,6412
"Best, Ruiz and Munoz",Public,Pending,Office,(318) 676-7740,Support,allison.mccarthy@best.com,False,TAX45748,TIN,TF27822,Expired,"13318 Kim Estate Apt. 978, Heatherbury, NV 25367-8526",13318 Kim Estate Apt. 978,,Heatherbury,NV,USA,25367-8526,25367,8526
Valdez Inc,Non-Profit,In Review,Office,(919) 976-7126,Support,kayla.hunt@valdez.com,False,TAX32340,GST,Hl23292,Active,"5640 Abigail Prairie Suite 425, Apt. 520, Lake Kellifort, WA 99001-7104",5640 Abigail Prairie Suite 425,Apt. 520,Lake Kellifort,WA,USA,99001-7104,99001,7104
