Name,CompanyType,Address,Phone_Type,Phone_Number,ValidationStatus,Email_Type,Email_Value,Email_Active,TaxID,Identifiers_Type,Identifiers_Value,Identifiers_Status
"Abbott, Johnson and Weeks",LLC,"3965 Kelly Junctions Apt. 557, Lake Billy, NV, USA - 54046-9512",Home,001-273-714-1639x40061,Rejected,Sales,michelle29@example.org,True,TAX46193,PAN,TK97405,Inactive
Arroyo Inc,Government,"8560 Thomas Port, Kevinchester, ID, USA - 45851-4873",Office,3792222832,In Review,HR,robinharvey@example.org,False,TAX68139,EIN,oY55915,Active
"Matthews, Gray and Hernandez",Non-Profit,"3237 Gonzalez Turnpike Apt. 229, North Tracyview, MA, USA - 15566-6037",Mobile,9942046661,Pending,Personal,brian83@example.org,True,TAX45347,TIN,mn79911,Inactive
"Lopez, Rodriguez and Cochran",Private,"77759 Black Gateway, Jameshaven, MD, USA - 55162-5307",Fax,(529)417-1385x41374,Validated,Sales,stephaniepowell@example.net,False,TAX67471,TIN,Ol24880,Inactive
Graves Inc,Partnership,"250 Emily Parkway Suite 093, Gutierrezfurt, FM, USA - 64578-7626",Office,677-736-3544,Rejected,HR,christopher41@example.com,True,TAX53693,GST,zN75980,Inactive
Harrison and Sons,Partnership,"16479 Kimberly Station, Hudsontown, TX, USA - 73437-7346",Fax,+1-999-418-1863,Validated,Business,melissa41@example.org,False,TAX65621,GST,eZ89143,Inactive
Ellis-Morgan,Public,"13503 Andrea Stream Suite 428, Justintown, ND, USA - 60120-7653",Home,594-701-6851,Validated,Personal,cardenasjustin@example.net,False,TAX49813,LEI,KW91615,Inactive
"Lambert, Arnold and Lewis",LLC,"5782 Lisa Land, Bairdshire, WI, USA - 27541-7656",Home,(874)993-0200x262,Pending,Support,martingary@example.net,True,TAX66198,DUNS,yS77232,Active
"Miller, Bennett and Lynch",LLC,"309 Claudia Plains Apt. 090, North Anthony, MO, USA - 13965-3779",Office,001-807-291-1519x93837,Approved,Sales,megan98@example.org,True,TAX97071,EIN,cd54970,Active
Wade-Cruz,Public,"527 Smith Branch Suite 073, Millerview, MA, USA - 47724-2070",Mobile,001-782-866-8846x457,Rejected,HR,brookesmith@example.com,False,TAX64122,DUNS,vr37429,Inactive
Brooks Inc,Private,"67258 Elizabeth Ridge, South Henry, NJ, USA - 86921-5373",Fax,001-609-866-1883,Pending,Personal,jacksonsarah@example.com,True,TAX18449,LEI,hf44854,Active
Alvarez-Johnson,Government,"187 Martin Ways, Port Ann, CA, USA - 74145-1945",Fax,(936)527-2573x65255,Approved,Support,chad72@example.org,False,TAX63546,EIN,pt63984,Inactive
Johnson-Johnson,Public,"030 Martinez Road Suite 991, Brianchester, AR, USA - 10288-9556",Fax,+1-657-780-4973x2932,In Review,Sales,xmoore@example.com,False,TAX48625,DUNS,mp91110,Inactive
Sanders-Carter,Public,"65730 Coleman Ville, East Nancy, VT, USA - 27702-9820",Mobile,+1-218-837-3770,Rejected,Support,hodgejoan@example.net,True,TAX16239,GST,Ux55053,Inactive
Hall LLC,LLC,"960 Ramos Flats Apt. 030, Roseborough, PW, USA - 95730-4692",Fax,+1-768-487-2078x1557,Validated,HR,katelyn55@example.net,True,TAX19884,EIN,uf29617,Active
Martinez-Foster,Government,"8572 Young Branch Suite 148, North Laurie, MO, USA - 24258-9901",Home,988-581-5459x06998,Pending,Personal,maureen81@example.org,False,TAX35033,LEI,MK02263,Active
Lopez-Powell,LLC,"27725 Reyes Landing Apt. 456, South Brandiville, SC, USA - 11363-5776",Home,001-314-680-2759,Validated,Sales,bradleymoore@example.com,False,TAX93009,PAN,Ce73527,Inactive
Hull PLC,Private,"94994 Kimberly Gateway, South Teresaport, FL, USA - 86730-3366",Home,(476)236-0788x3200,In Review,Personal,christopherbrown@example.org,True,TAX70666,TIN,OQ08378,Active
Jones PLC,Government,"4272 Nicole Flats, New Kelseyland, MD, USA - 96139-8816",Home,(494)240-1046x275,In Review,Business,jeffrey08@example.net,True,TAX96280,TIN,oP94516,Active
Gray-Rodriguez,Non-Profit,"700 Marshall Canyon, North Mary, NH, USA - 79359-9676",Mobile,001-451-744-0848x8198,In Review,Sales,debradean@example.org,False,TAX19855,PAN,fj07647,Inactive
Williams-Owens,LLC,"800 Debbie Pass, North Michaelmouth, HI, USA - 30368-3761",Mobile,6652797028,Approved,HR,jeffreycummings@example.com,False,TAX82864,PAN,Zk00608,Active
Herrera-Mays,Non-Profit,"847 Bennett Green Apt. 195, Brownmouth, UT, USA - 12632-7922",Fax,571.554.2250,Validated,Business,taylormeadows@example.net,True,TAX70042,LEI,Rc08563,Inactive
Wolf-Miller,Partnership,"0661 Coleman Greens, Colemanland, GU, USA - 95935-3830",Home,001-732-251-6768,In Review,Personal,powen@example.net,True,TAX75257,DUNS,Gg06850,Active
"Franklin, Johnston and Deleon",Public,"36667 Savage Club Suite 052, North Peter, CO, USA - 69431-7021",Office,736.699.1371,Validated,Business,tcurtis@example.com,True,TAX58630,TIN,yK75874,Inactive
"Hunt, Bowers and Steele",Partnership,"99334 Potter Islands, South Ashley, AL, USA - 46381-5763",Home,+1-374-635-0386x278,Pending,HR,timothykaiser@example.net,True,TAX50143,LEI,oD44371,Active
Hunter Group,Non-Profit,"5002 Jeanette Alley Suite 413, Pamelafurt, PW, USA - 64845-2964",Fax,210.635.5866x97903,Validated,Sales,mlopez@example.com,False,TAX60345,TIN,MG15463,Active
Davis Inc,Government,"716 Amanda Prairie Suite 120, Lake Sandra, MI, USA - 69130-1496",Fax,2753941379,Approved,Sales,george73@example.net,True,TAX62343,DUNS,Tm59655,Active
"Conrad, Reed and Erickson",LLC,"823 Elizabeth Via, North Jeffrey, RI, USA - 13319-7522",Fax,998.766.6278x3890,Approved,Support,michellegarcia@example.com,False,TAX19194,LEI,oA30807,Active
"Werner, Rose and Patterson",Partnership,"570 Curry Highway Suite 572, Taylorport, PW, USA - 54552-9740",Fax,+1-854-244-1150x70500,Validated,Sales,deckertimothy@example.org,False,TAX62649,PAN,iV53382,Active
Miller-Chandler,Non-Profit,"927 Amanda Rue, Claytonhaven, TX, USA - 71354-4394",Office,(396)658-3463,Rejected,HR,danielle05@example.org,True,TAX33698,DUNS,ZK01057,Inactive
"Rodriguez, Matthews and Torres",Public,"875 Steven Meadow, Ryanstad, NJ, USA - 49501-7158",Home,(994)368-4734x7051,Validated,Support,rachel56@example.com,False,TAX66981,TIN,Nl65335,Inactive
Cruz-Hunt,LLC,"334 Miller Turnpike, New Ronaldbury, CO, USA - 74031-4084",Home,957.855.5554x8787,Pending,HR,patricia84@example.org,False,TAX72428,PAN,Rk71492,Inactive
"Nelson, Garcia and Norton",LLC,"52996 Nathan Street Suite 925, Martinbury, KS, USA - 32884-6141",Office,680.672.5754x43413,Rejected,HR,thomas23@example.org,True,TAX26561,EIN,eo74717,Active
"Smith, Gray and Diaz",LLC,"548 Bryant Forges, Port Amberfort, NC, USA - 27536-8314",Home,001-366-736-7741x082,Validated,Personal,amanda09@example.com,True,TAX20884,LEI,uX37578,Inactive
"Boone, Williams and Robinson",LLC,"931 Wilson Union Apt. 067, West Christopherstad, SD, USA - 42109-5805",Home,001-696-417-1917x0231,Pending,Sales,kelly14@example.net,False,TAX78536,PAN,vp17068,Active
Johnson-Stone,Private,"974 Madison Fields Suite 817, East Olivia, IA, USA - 97250-6818",Home,001-310-421-1251x90931,Pending,Sales,fdavis@example.com,False,TAX17124,LEI,ku11885,Active
Johnson Ltd,Government,"39622 Nancy Causeway, Barberbury, OH, USA - 82296-2685",Fax,226-524-8937,In Review,HR,shenderson@example.com,False,TAX92431,LEI,WP69922,Inactive
Mcintosh-Johnson,Government,"94714 Bruce Island, Aaronbury, KS, USA - 81083-3068",Mobile,+1-494-399-4468x09450,Rejected,Personal,warnerrobert@example.org,True,TAX38049,DUNS,Kv37924,Active
Rogers-Mclaughlin,Public,"6951 Alvarez Locks Suite 901, New John, NM, USA - 93000-5283",Mobile,001-867-405-4533x216,Validated,Support,melissa40@example.com,True,TAX98800,PAN,qp42786,Inactive
"Reyes, Reed and Evans",LLC,"169 Daniel View Apt. 220, East Maryview, WY, USA - 86394-6686",Office,001-823-358-0950x1680,Pending,HR,flittle@example.net,False,TAX17805,EIN,HF15997,Inactive
"Gonzalez, Stevenson and Pearson",Government,"0583 Soto Glens Suite 379, Port Christiechester, TX, USA - 36940-9717",Home,(882)746-0037,Validated,Personal,leslie05@example.org,False,TAX97098,TIN,Zi04298,Active
"Dixon, Smith and King",Government,"3980 Mary Lodge, New Tiffanyhaven, OH, USA - 49033-2213",Office,263.340.4775x82404,Pending,Sales,lking@example.com,False,TAX17960,PAN,Vh21556,Inactive
Taylor and Sons,Private,"1011 Turner Port, Mooreshire, NC, USA - 42902-8011",Home,940.249.4054x894,Pending,Support,cwatson@example.com,True,TAX34679,EIN,uU80857,Inactive
Grant-Allen,Private,"644 Greene Glen Suite 104, Patrickchester, VT, USA - 74467-6865",Mobile,(245)600-4778x15456,Rejected,Sales,nicolas44@example.net,False,TAX40353,LEI,NE59753,Inactive
Saunders-Smith,Partnership,"686 Maldonado Trail, North Wendyview, OH, USA - 32476-6328",Home,(400)662-2308,Approved,Personal,ddominguez@example.net,True,TAX50482,LEI,GW33968,Active
"Blackburn, Roberson and Bell",Private,"8013 Wright Cliff, New Jeffreybury, IL, USA - 58268-4935",Office,3672978157,In Review,Support,cramirez@example.org,True,TAX47079,PAN,eE77577,Active
Rangel-Horn,Non-Profit,"6155 Courtney Green, Kimberlyborough, MN, USA - 17341-7046",Home,(590)858-7268,Approved,Personal,johnhooper@example.org,True,TAX18465,TIN,xW50678,Active
Hobbs-Thomas,Partnership,"070 Michael Roads Suite 825, Sallyside, NM, USA - 22471-1294",Office,713-293-4585,Validated,Personal,rileyduffy@example.net,True,TAX81176,GST,wm40476,Active
Brown-Fernandez,Private,"9344 Paula Fall Suite 083, Williamsside, CA, USA - 85133-6437",Fax,400.953.9802,Approved,HR,stevejohns@example.net,True,TAX17596,GST,no87535,Active
Hanson-Carney,Government,"075 Tyler Gateway, North Martha, MS, USA - 27983-2212",Home,(707)645-6427x074,Rejected,Personal,alexandermoore@example.net,False,TAX14086,DUNS,WC70225,Active
Jones Ltd,Partnership,"47328 Contreras Greens, Hoodside, FM, USA - 43772-7055",Mobile,(359)315-5079x835,Approved,Personal,kellycisneros@example.org,False,TAX68360,DUNS,uD47901,Inactive
"Miller, Kramer and Horton",Private,"245 Williams Trace, Port Kenneth, OK, USA - 17202-5142",Fax,268-830-8070,In Review,Business,caseycruz@example.com,True,TAX34175,DUNS,wb59386,Active
Miller-Porter,Public,"8590 Beard Plains Apt. 040, Port Julia, ID, USA - 31452-5656",Fax,992.546.8028x09199,Validated,Business,stevengibbs@example.net,True,TAX44332,GST,ZV24354,Inactive
Farrell-Johnson,LLC,"42347 Katherine Fort Apt. 464, West Todd, MA, USA - 72285-4118",Fax,255-424-4052,Rejected,Personal,ikemp@example.org,False,TAX62799,PAN,Qa66801,Active
"Lester, Rogers and Leon",Non-Profit,"715 Holly Crossing, Lake Erica, NJ, USA - 66474-5217",Fax,392.988.8026,Rejected,Sales,kvaughn@example.org,True,TAX53510,EIN,TP43771,Inactive
Larson LLC,Private,"346 Bonnie Lock, Hillburgh, NY, USA - 33458-2943",Mobile,2047197935,Pending,Sales,sbradford@example.com,True,TAX37967,GST,hq03670,Active
Barrett PLC,Private,"4968 Amanda Way, East Randallfort, NC, USA - 95296-5037",Home,(672)457-8271,In Review,Sales,orozcomichael@example.org,True,TAX11444,GST,hY65111,Inactive
"Brown, Thomas and Haley",Partnership,"492 Walker Turnpike Apt. 091, Diazburgh, IN, USA - 40149-7419",Home,(984)206-7996,Rejected,Support,alexisgarrison@example.org,False,TAX81390,TIN,lF31090,Active
Perez LLC,Private,"385 Kathy Rapids, Jenningsmouth, MS, USA - 23696-6008",Home,(206)758-4501x811,Approved,Business,chavezjacob@example.org,True,TAX24884,LEI,US55971,Active
Smith-Newton,Private,"5234 Turner Junction Apt. 028, South Lisatown, GU, USA - 25363-2126",Office,6703555823,Pending,Business,ericksonanthony@example.org,True,TAX94260,LEI,Qb67386,Active
Brown and Sons,Government,"1814 Mcintyre Isle, Aguilarfurt, RI, USA - 50559-6980",Office,(924)885-0755,Pending,Personal,stonechad@example.org,False,TAX58799,PAN,WK88297,Active
Johnson PLC,Government,"40544 Jennifer Tunnel Apt. 855, Katieton, TN, USA - 42468-4602",Home,+1-815-422-6992x6436,Rejected,Personal,millsrichard@example.org,True,TAX54627,PAN,Kv25714,Active
Fields Group,Partnership,"135 Jones Streets, East Henryville, OH, USA - 92861-4571",Fax,(380)970-9983x61528,Rejected,Business,tristan91@example.org,True,TAX48519,PAN,Wl41970,Inactive
"Zamora, Taylor and Mcdonald",Private,"0795 Courtney Shores Suite 069, Smithport, PA, USA - 27769-5084",Home,(991)742-4950x988,In Review,Support,kevinmay@example.com,False,TAX43243,PAN,El23580,Active
"Curry, Murray and Anderson",Partnership,"248 Torres Drives Suite 295, Davismouth, NC, USA - 94517-3085",Home,001-305-364-7667x9763,Approved,Support,scottlynch@example.org,False,TAX90211,TIN,Yy62199,Inactive
Ramirez-Swanson,Public,"09899 Heather Via Suite 911, Jimmyland, MT, USA - 25678-6692",Mobile,5834788280,Rejected,Sales,madisonyu@example.org,False,TAX56213,TIN,uj74614,Inactive
"Armstrong, Petersen and Mccall",LLC,"102 Carl Corners Suite 750, Cathybury, OK, USA - 37448-4561",Office,(893)817-7482,In Review,HR,kimberly00@example.net,True,TAX88409,LEI,pS24168,Active
Kirk-Lin,Public,"650 Michelle Landing Suite 039, West Judymouth, MS, USA - 34493-1128",Mobile,7295487681,Approved,Sales,jennifer14@example.net,False,TAX16455,DUNS,aP55833,Inactive
"Kirk, Griffin and Butler",Government,"36938 Mark Ridge, North Iantown, FM, USA - 10935-5326",Home,(595)710-8219,In Review,Personal,jenkinssamantha@example.com,False,TAX13657,GST,cW79041,Active
"Neal, Davis and Moore",Non-Profit,"586 Williams Villages, North Johnshire, KY, USA - 84416-4777",Home,(554)898-7781x96928,Approved,Personal,robinsonjoseph@example.com,False,TAX19948,GST,Ln24413,Inactive
Campbell Group,Partnership,"0980 Nguyen Mission Apt. 341, East Shannonview, ID, USA - 76176-2859",Home,(206)339-5091,Approved,Business,omcintosh@example.net,True,TAX76166,PAN,mX93525,Inactive
"Williams, Snyder and White",Government,"698 Allison Ridges, Hawkinsstad, AL, USA - 88703-5758",Office,001-972-307-5613x4813,Validated,HR,hoffmanmelanie@example.org,True,TAX38131,TIN,Yr62378,Inactive
Hudson Ltd,Government,"054 Wood Rue, North Frank, TX, USA - 51726-3582",Home,277.262.7025,Pending,Personal,spearselizabeth@example.net,True,TAX49997,LEI,qc47655,Inactive
Roberts-Daniels,Partnership,"56709 May Wells Suite 606, Kennethstad, WY, USA - 48281-2868",Office,(980)314-2117x0078,Validated,Support,steven97@example.org,False,TAX22926,GST,Ud94496,Inactive
Weaver-Reed,Partnership,"89562 Russell Crossing, New Aaronborough, FM, USA - 52460-9709",Fax,(680)627-7040x06698,Validated,Business,elizabethwoods@example.org,False,TAX53940,LEI,Fv21761,Inactive
"Gomez, Robinson and Oliver",Public,"52791 Anderson Row Apt. 360, Victoriaton, GA, USA - 76387-6278",Fax,341-711-0217x1606,Pending,Sales,wanda21@example.net,False,TAX84293,PAN,up69911,Inactive
Summers-Jimenez,LLC,"30604 Roman Lodge Suite 688, Lake Rebecca, NJ, USA - 18926-8667",Office,+1-236-896-4645x34076,Pending,Personal,butlerstephanie@example.com,False,TAX29495,GST,EQ89931,Active
Mills-Watkins,Public,"7521 Clayton Crossroad, East Alexis, CO, USA - 85643-9328",Fax,788-671-6891x5098,Validated,Personal,denisedoyle@example.net,True,TAX27986,TIN,am11688,Active
Marsh Ltd,Non-Profit,"7813 Matthew Pine Suite 873, Schroederchester, MH, USA - 20352-5848",Mobile,(795)660-1693x94706,Approved,Support,hashley@example.com,True,TAX37593,DUNS,kL35526,Active
"Mccoy, Paul and Brown",Private,"871 Vincent Ford Apt. 756, Davidview, CA, USA - 62211-6997",Home,(568)250-2957,Pending,Sales,anthonygarcia@example.com,True,TAX11823,PAN,ky97540,Inactive
"Beard, Johnson and Nichols",Private,"41749 Adam Avenue, Alejandroton, KS, USA - 14510-6217",Office,(626)660-5288,In Review,HR,uhunt@example.net,True,TAX31584,PAN,Ee82338,Active
Price-Greene,Government,"7097 Berry Ports, Lake Adamstad, CA, USA - 19540-6105",Fax,(732)354-7023,Approved,Support,adamdelgado@example.org,True,TAX73731,LEI,tK46975,Active
Rhodes-Tate,Public,"53277 Glover Ferry Suite 990, Navarroport, KY, USA - 97800-4458",Mobile,(689)873-1417x94224,Approved,Business,lynn41@example.net,True,TAX86497,TIN,ae52641,Active
"Garrett, Martin and Wagner",Government,"578 Hall Mission Suite 656, Webbport, MA, USA - 69632-7076",Home,001-603-244-4406,Pending,Personal,leelarry@example.com,False,TAX29297,EIN,eq01952,Active
"Chandler, Wilson and Palmer",Government,"93717 Renee Inlet, North Ricardoport, KY, USA - 48118-4816",Fax,356-582-9374,Pending,Sales,michael45@example.com,True,TAX50146,EIN,NI00022,Inactive
Martinez-Stephens,Public,"8672 Heather Corner, Jamesburgh, DC, USA - 24694-8172",Office,766.279.3842,Pending,Sales,spencerjessica@example.org,True,TAX32587,PAN,UH48816,Inactive
Gallegos LLC,Government,"975 Tyler Curve, East Johnbury, PW, USA - 57462-6604",Fax,(220)243-1062,In Review,Business,omurphy@example.com,True,TAX33633,LEI,lS60007,Active
"Leonard, Moyer and Cabrera",Government,"1754 Erin Avenue, Fosterview, PR, USA - 83448-6493",Mobile,(865)635-7364x321,In Review,Sales,woodbrenda@example.org,False,TAX85716,PAN,zI58358,Inactive
"Martin, Hester and Fields",Non-Profit,"5492 Valerie Drives, Wolfchester, IN, USA - 16935-7986",Fax,001-338-855-8933,Validated,Sales,ihernandez@example.org,True,TAX39229,PAN,Bl01878,Inactive
Jones PLC,Non-Profit,"10530 Joseph Junctions, Jimmytown, FM, USA - 13155-9684",Home,4146445308,Approved,Support,murphytodd@example.org,True,TAX97971,DUNS,yr55369,Inactive
"Henderson, Lamb and Ferguson",Private,"044 Mike Mountains, Riverafort, HI, USA - 11921-3119",Mobile,(473)698-6247,Pending,Support,woodtiffany@example.org,True,TAX43831,TIN,bZ95987,Inactive
Rose and Sons,Partnership,"81984 Gonzalez Village, Markmouth, MN, USA - 49588-2926",Home,621-435-4662x921,Approved,Personal,ykim@example.com,True,TAX86958,EIN,EB06547,Active
"Craig, Haney and Brooks",Non-Profit,"0862 Woods Common Suite 365, West Dylan, GU, USA - 33443-9868",Office,806.548.2438x56287,In Review,Support,paula31@example.net,True,TAX55185,PAN,BR30571,Active
May-Stewart,Partnership,"71419 Noble Curve, Donaldton, LA, USA - 74196-1771",Fax,+1-921-950-0866x2285,Pending,Business,crystalduffy@example.org,False,TAX45030,EIN,CQ90803,Inactive
Erickson-Harris,LLC,"096 Alison Lodge, Edwardland, NH, USA - 17163-3689",Home,(433)338-8829x1564,In Review,Business,renee68@example.com,True,TAX38837,LEI,SF46924,Active
Reed-Lozano,Public,"18860 Shaun Trace Apt. 576, Andreaside, ID, USA - 99124-1065",Mobile,981.373.5427x8225,Pending,Sales,atkinsonmichael@example.org,False,TAX89082,PAN,tw73364,Active
"Williams, Miller and Huynh",LLC,"12850 Paul Court, Lake Jenniferbury, IN, USA - 33365-3967",Mobile,+1-718-822-4389x1905,Validated,Sales,sarahmcdonald@example.com,True,TAX65932,GST,LK15404,Active
Lawrence Inc,Partnership,"72732 Ian Inlet, Maryshire, AK, USA - 31263-7718",Office,676-660-9353x244,Validated,Sales,bthomas@example.net,False,TAX87750,EIN,wg17928,Active
Simpson LLC,LLC,"97693 Maria Estate Suite 101, Lake Stacy, VT, USA - 10619-2463",Office,839.356.8392x11008,In Review,Sales,william20@example.com,False,TAX59404,DUNS,LL46918,Active
Erickson-Mayer,Partnership,"306 Bonnie Stravenue, Lake Sarahside, VT, USA - 73327-8411",Home,407.919.0933x2428,Rejected,HR,kathy16@example.net,False,TAX93447,EIN,FY04326,Inactive
"Logan, Serrano and Neal",Private,"1459 Brittany Throughway Suite 167, New Ralphburgh, CO, USA - 35681-6906",Mobile,729.662.3113x16094,Pending,Personal,kaylee81@example.com,True,TAX16580,EIN,Yh02996,Active
Harper-Johnson,LLC,"019 Timothy Glen, East Lauren, MA, USA - 79453-6158",Home,582-482-4769,Approved,Personal,connoryang@example.org,False,TAX73985,PAN,kb31476,Inactive
Price Inc,Partnership,"8757 Dean Track Apt. 588, East Anthony, IL, USA - 68235-6592",Office,001-907-313-5596x1430,Approved,Support,simmonsmichael@example.com,False,TAX57551,GST,XC29158,Inactive
Campbell Inc,Partnership,"63063 Joseph Plaza Suite 478, New Cynthia, AS, USA - 42946-4892",Mobile,(312)485-1434x4733,Pending,Support,michaelharris@example.com,False,TAX61507,TIN,Fw02179,Inactive
Parsons-Spence,Public,"35439 Jonathan Viaduct, Yatesstad, VI, USA - 56563-9000",Home,953-827-0673x712,Approved,HR,cory69@example.com,True,TAX93859,TIN,hD19116,Inactive
Vance and Sons,Public,"00367 Jim Union, Yolandaside, MD, USA - 72093-4641",Fax,+1-809-727-5665x5089,Pending,Support,lindseycollins@example.net,False,TAX58358,PAN,xL59614,Active
"Turner, Hopkins and Smith",Public,"28175 Brenda Road, East Karenborough, AL, USA - 34215-9565",Office,+1-801-634-4856x6149,Rejected,Personal,cruzwilliam@example.com,False,TAX73148,DUNS,Cf78857,Inactive
